lcstr,lcseq,gst,jaro,jaro_w,monge,levenshtein,jaccard_n_1,dice_n_1,overlap_n_1,cosine_n_1,jaccard_n_2,dice_n_2,overlap_n_2,cosine_n_2,jaccard_n_3,dice_n_3,overlap_n_3,cosine_n_3,jaccard_n_4,dice_n_4,overlap_n_4,cosine_n_4,jaccard_n_5,dice_n_5,overlap_n_5,cosine_n_5,jaccard_n_1_spacy,dice_n_1_spacy,overlap_n_1_spacy,cosine_n_1_spacy,jaccard_n_2_spacy,dice_n_2_spacy,overlap_n_2_spacy,cosine_n_2_spacy,jaccard_n_3_spacy,dice_n_3_spacy,overlap_n_3_spacy,cosine_n_3_spacy,jaccard_n_4_spacy,dice_n_4_spacy,overlap_n_4_spacy,cosine_n_4_spacy,jaccard_n_5_spacy,dice_n_5_spacy,overlap_n_5_spacy,cosine_n_5_spacy,wup_idf,path_idf,lch_idf,lin_idf,wup,path,lch,lin,jaccard_n_1_stop,dice_n_1_stop,overlap_n_1_stop,cosine_n_1_stop,jaccard_n_2_stop,dice_n_2_stop,overlap_n_2_stop,cosine_n_2_stop,jaccard_n_3_stop,dice_n_3_stop,overlap_n_3_stop,cosine_n_3_stop,jaccard_n_4_stop,dice_n_4_stop,overlap_n_4_stop,cosine_n_4_stop,jaccard_n_5_stop,dice_n_5_stop,overlap_n_5_stop,cosine_n_5_stop,jaccard_n_1_stem,dice_n_1_stem,overlap_n_1_stem,cosine_n_1_stem,jaccard_n_2_stem,dice_n_2_stem,overlap_n_2_stem,cosine_n_2_stem,jaccard_n_3_stem,dice_n_3_stem,overlap_n_3_stem,cosine_n_3_stem,jaccard_n_4_stem,dice_n_4_stem,overlap_n_4_stem,cosine_n_4_stem,jaccard_n_5_stem,dice_n_5_stem,overlap_n_5_stem,cosine_n_5_stem,file,gs
75,105,0.7380073800738007,0.865224923920576,0.9191349543523456,0.006369165023011177,104,0.5483870967741935,0.7083333333333334,0.7727272727272727,0.7108057085060271,0.3783783783783784,0.5490196078431373,0.6086956521739131,0.5516772843673704,0.32432432432432434,0.4897959183673469,0.5454545454545454,0.4923659639173309,0.3055555555555556,0.46808510638297873,0.5238095238095238,0.47075654176200415,0.2857142857142857,0.4444444444444444,0.5,0.4472135954999579,0.5625,0.72,0.9,0.7348469228349535,0.5333333333333333,0.6956521739130435,0.8888888888888888,0.7126966450997984,0.5,0.6666666666666666,0.875,0.6864064729836442,0.46153846153846156,0.631578947368421,0.8571428571428571,0.6546536707079772,0.41666666666666663,0.5882352941176471,0.8333333333333334,0.6154574548966636,21.751750003370024,19.961387430618718,48.182953791220534,12.601219326432165,9.39964349376114,8.495833333333334,25.844144480621132,6.706809632244157,0.5,0.6666666666666666,0.7,0.6674238124719146,0.26315789473684215,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.2222222222222222,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.17647058823529416,0.3,0.3,0.3,0.125,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5625,0.72,0.9,0.7348469228349535,0.09523809523809523,0.17391304347826086,0.2222222222222222,0.1781741612749496,0.050000000000000044,0.09523809523809523,0.125,0.09805806756909202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,4.0
24,53,0.6708860759493671,0.7389722028203477,0.8433833216922086,0.015873015873015872,50,0.4444444444444444,0.6153846153846154,0.7272727272727273,0.6227991553292184,0.13636363636363635,0.24,0.3,0.24494897427831783,0.045454545454545414,0.08695652173913043,0.1111111111111111,0.0890870806374748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.6153846153846154,0.8,0.6324555320336759,0.2222222222222222,0.36363636363636365,0.5,0.3779644730092272,0.125,0.2222222222222222,0.3333333333333333,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.383727803174056,11.816609148797564,23.18847059097122,6.139256209997111,5.5267857142857135,4.492857142857144,15.490310790397963,4.224677410917855,0.375,0.5454545454545454,0.6,0.5477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.6153846153846154,0.8,0.6324555320336759,0.09999999999999998,0.18181818181818182,0.25,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,3.75
27,56,0.4648648648648649,0.7822033527793777,0.7822033527793777,0.01098901098901099,39,0.36363636363636365,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.2142857142857143,0.35294117647058826,0.375,0.3535533905932738,0.10344827586206895,0.1875,0.2,0.18786728732554486,0.0714285714285714,0.13333333333333333,0.14285714285714285,0.1336306209562122,0.03703703703703709,0.07142857142857142,0.07692307692307693,0.0716114874039433,0.3846153846153846,0.5555555555555556,0.625,0.5590169943749475,0.06666666666666665,0.125,0.14285714285714285,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.617002652662933,9.532093331781926,34.43270518855226,11.77744973363659,7.003508771929824,5.863095238095238,23.90326634863031,6.756503495444608,0.2857142857142857,0.4444444444444444,0.6666666666666666,0.47140452079103173,0.09999999999999998,0.18181818181818182,0.25,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.5555555555555556,0.625,0.5590169943749475,0.1428571428571429,0.25,0.2857142857142857,0.2519763153394848,0.07692307692307687,0.14285714285714285,0.16666666666666666,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,2.8
129,133,0.8338557993730408,0.9019760296744939,0.9411856178046963,0.007407407407407408,133,0.6551724137931034,0.7916666666666666,0.95,0.8028965419920907,0.6,0.75,0.9,0.760638829255665,0.5862068965517242,0.7391304347826086,0.8947368421052632,0.7505683356701914,0.5714285714285714,0.7272727272727273,0.8888888888888888,0.7396002616336388,0.5555555555555556,0.7142857142857143,0.8823529411764706,0.7276068751089989,0.6470588235294117,0.7857142857142857,0.9166666666666666,0.7938566201357354,0.625,0.7692307692307693,0.9090909090909091,0.778498944161523,0.6,0.75,0.9,0.760638829255665,0.5714285714285714,0.7272727272727273,0.8888888888888888,0.7396002616336388,0.5384615384615384,0.7,0.875,0.7144345083117604,25.958090385613296,23.69094914573676,68.59158188265795,18.406911872858124,12.586324786324786,11.500595238095237,36.71920220286729,9.956504132675837,0.6,0.75,1.0,0.7745966692414834,0.5555555555555556,0.7142857142857143,1.0,0.7453559924999299,0.5,0.6666666666666666,1.0,0.7071067811865475,0.4285714285714286,0.6,1.0,0.6546536707079772,0.33333333333333337,0.5,1.0,0.5773502691896258,0.6470588235294117,0.7857142857142857,0.9166666666666666,0.7938566201357354,0.4444444444444444,0.6153846153846154,0.7272727272727273,0.6227991553292184,0.26315789473684215,0.4166666666666667,0.5,0.4225771273642583,0.2222222222222222,0.36363636363636365,0.4444444444444444,0.3698001308168194,0.17647058823529416,0.3,0.375,0.3061862178478973,MSRpar,3.4
20,54,0.5076142131979695,0.6965010351966874,0.6965010351966874,0.009342403628117913,44,0.25,0.4,0.4375,0.40147753427348304,0.030303030303030276,0.058823529411764705,0.0625,0.05892556509887897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.25,0.2727272727272727,0.2508726030021272,0.04761904761904767,0.09090909090909091,0.1,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.465049758088384,5.780530722924414,32.4715883889987,7.650453836113897,6.796520146520146,5.505357142857143,24.618415122760908,6.308372044465333,0.33333333333333337,0.5,0.6666666666666666,0.5163977794943222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571429,0.25,0.2727272727272727,0.2508726030021272,0.04761904761904767,0.09090909090909091,0.1,0.09128709291752768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,2.4
12,46,0.5202312138728323,0.647638217928073,0.647638217928073,0.010516689529035209,26,0.19999999999999996,0.3333333333333333,0.35294117647058826,0.33384893044479436,0.02941176470588236,0.05714285714285714,0.058823529411764705,0.05716619504750295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.2857142857142857,0.3,0.28603877677367767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.450833688572978,5.505926829839579,29.030305542330588,7.587104368526157,5.255033416875522,3.8182234432234434,18.13306477279552,4.485468946474609,0.2222222222222222,0.36363636363636365,0.5,0.3779644730092272,0.125,0.2222222222222222,0.3333333333333333,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.2857142857142857,0.3,0.28603877677367767,0.05555555555555558,0.10526315789473684,0.1111111111111111,0.10540925533894598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,1.333
17,77,0.45751633986928103,0.743570992246294,0.743570992246294,0.006711102994886778,40,0.4117647058823529,0.5833333333333334,0.6666666666666666,0.5879447357921312,0.0888888888888889,0.16326530612244897,0.17391304347826086,0.16357216402190614,0.021276595744680882,0.041666666666666664,0.043478260869565216,0.04170288281141495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.5517241379310345,0.6153846153846154,0.5547001962252291,0.07999999999999996,0.14814814814814814,0.16666666666666666,0.14907119849998599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.318052420273915,23.390048547558273,84.95424416247917,19.331782850049105,12.065517196941345,9.210119047619049,36.71754890693843,9.422090554731207,0.41666666666666663,0.5882352941176471,0.7142857142857143,0.5976143046671968,0.0625,0.11764705882352941,0.125,0.11785113019775793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.5517241379310345,0.6153846153846154,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,4.6
36,83,0.7033898305084746,0.758886937859721,0.758886937859721,0.00980392156862745,67,0.5925925925925926,0.7441860465116279,0.8,0.746003846592251,0.3125,0.47619047619047616,0.5263157894736842,0.47836487323493987,0.21212121212121215,0.35,0.3888888888888889,0.35176323534072423,0.1515151515151515,0.2631578947368421,0.29411764705882354,0.26462806201248157,0.125,0.2222222222222222,0.25,0.22360679774997896,0.5384615384615384,0.7,0.7777777777777778,0.7035264706814485,0.3846153846153846,0.5555555555555556,0.625,0.5590169943749475,0.23076923076923073,0.375,0.42857142857142855,0.3779644730092272,0.16666666666666663,0.2857142857142857,0.3333333333333333,0.2886751345948129,0.09090909090909094,0.16666666666666666,0.2,0.1690308509457033,10.482251202782479,8.779946663960388,14.578801071378678,4.272687185587122,8.859056011068395,7.559890109890111,26.1000082169297,7.280215697829993,0.7,0.8235294117647058,0.875,0.8249579113843055,0.33333333333333337,0.5,0.5714285714285714,0.5039526306789696,0.2727272727272727,0.42857142857142855,0.5,0.43301270189221935,0.19999999999999996,0.3333333333333333,0.4,0.3380617018914066,0.11111111111111116,0.2,0.25,0.20412414523193154,0.5384615384615384,0.7,0.7777777777777778,0.7035264706814485,0.05882352941176472,0.1111111111111111,0.125,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,3.8
30,76,0.7142857142857143,0.7375724957816883,0.7375724957816883,0.009005975927952192,62,0.5454545454545454,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.2692307692307693,0.42424242424242425,0.4375,0.4244373438135827,0.14814814814814814,0.25806451612903225,0.26666666666666666,0.2581988897471611,0.07407407407407407,0.13793103448275862,0.14285714285714285,0.13801311186847084,0.0,0.0,0.0,0.0,0.5384615384615384,0.7,0.7777777777777778,0.7035264706814485,0.19999999999999996,0.3333333333333333,0.375,0.33541019662496846,0.06666666666666665,0.125,0.14285714285714285,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.410389210733529,10.436788363721249,39.833137033756955,10.392562849378695,7.656787330316742,7.341666666666667,27.387267621168547,7.551118597140537,0.5714285714285714,0.7272727272727273,0.8,0.7302967433402214,0.11111111111111116,0.2,0.25,0.20412414523193154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.7,0.7777777777777778,0.7035264706814485,0.05882352941176472,0.1111111111111111,0.125,0.11180339887498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,4.2
23,69,0.6153846153846154,0.7401196566580689,0.8440717939948413,0.008849557522123894,52,0.42307692307692313,0.5945945945945946,0.6111111111111112,0.5948118774794626,0.125,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0625,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.5,0.5,0.5,0.05555555555555558,0.10526315789473684,0.1111111111111111,0.10540925533894598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.081157776235376,23.952629288789623,49.83957300943743,13.386689470583097,5.956862745098039,5.375,13.884231068980736,3.563858102196986,0.5,0.6666666666666666,0.7142857142857143,0.6681531047810609,0.30000000000000004,0.46153846153846156,0.5,0.4629100498862757,0.09999999999999998,0.18181818181818182,0.2,0.18257418583505536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MSRpar,2.6
